Image,Payload,Kurtosis,Skewness,StdDev,Range,Median,GeomMedian,HjorthMobility,HjorthComplexity
542.pgm,0.3,6.140312564324981,2.5905068284553874,38.56061991327545,242,24.0,27.67,3.1995392640920945,0.3071332492906686
542.pgm,0.5,6.139577283655713,2.590223293168588,38.56108266812573,242,24.0,27.67,3.198900163503327,0.3072649188639603
543.pgm,0.1,-1.8941734523171951,-0.0759686874967568,100.83975277533538,246,160.0,0.0,1.1462927122248867,0.8692355458336098
543.pgm,0.3,-1.89417248916058,-0.0760074864605942,100.83392152890478,246,160.0,0.0,1.166711185339807,0.8567951484990476
543.pgm,0.5,-1.8941657397239984,-0.0760484878053296,100.8277963418776,246,160.0,0.0,1.1781680408723652,0.8504801394527446
544.pgm,0.1,0.045055377428635,0.8968459519531768,44.962963006010646,224,77.0,76.1,2.691947859156072,0.3708505196471851
544.pgm,0.3,0.0452780861418009,0.8968590348312543,44.96403633305441,224,77.0,76.1,2.699127075553528,0.3699407626822573
544.pgm,0.5,0.0450574893459694,0.8968009347437188,44.96435205492017,224,77.0,76.1,2.703163741561101,0.3694851663546487
545.pgm,0.1,-1.6444374868850846,0.0724649544059781,82.57649204417778,240,116.0,0.0,1.4827667396538209,0.6626785192294293
545.pgm,0.3,-1.6445481897836776,0.0722720761689159,82.56312510619297,240,116.0,0.0,1.4865237716644626,0.6628114846041145
545.pgm,0.5,-1.644610983326558,0.0720580998739442,82.55129467896198,241,116.0,0.0,1.4887520197154345,0.6627370375275626
546.pgm,0.1,-1.361722875856867,-0.1458147412674142,45.16284249074743,242,83.0,66.1,2.6701195262156032,0.3746152488752726
546.pgm,0.3,-1.3615763862505794,-0.1458126607778256,45.164234951051554,242,83.0,66.1,2.6843095293325545,0.3719324520048283
546.pgm,0.5,-1.361405845122911,-0.1457856771936559,45.1651686113471,242,83.0,66.1,2.694195722825549,0.3700273427739969
547.pgm,0.1,11.646231993834096,3.154357723508709,34.43126817921927,255,17.0,0.0,3.439778103498501,0.2818374959944744
547.pgm,0.3,11.64511865875287,3.154090095574585,34.433932232345775,255,17.0,0.0,3.439627707008393,0.2818611191406555
547.pgm,0.5,11.642677764573817,3.153556735331187,34.43465153372542,255,17.0,0.0,3.439285025498356,0.2819179991570131
548.pgm,0.1,-0.9645850903231912,0.694184361930525,52.09023572017438,255,43.0,0.0,2.333448671660662,0.4204853341209386
548.pgm,0.3,-0.9644117797307326,0.6942211147799369,52.09004389996323,255,43.0,0.0,2.334020048723883,0.4204572919296893
548.pgm,0.5,-0.9644658029497232,0.6940758674899636,52.09210009350482,255,43.0,0.0,2.3346637877424348,0.4204553350916347
549.pgm,0.1,33.202800396059885,4.253901398250078,19.700563352104165,255,13.0,0.0,6.049765370265118,0.1698204647273623
549.pgm,0.3,33.182809387199725,4.251836293276033,19.705094574146667,255,13.0,0.0,6.0988463862097335,0.1679700705538536
549.pgm,0.5,33.15577514838086,4.249423377178218,19.707111461561333,255,13.0,0.0,6.131657513230691,0.1668350303333698
550.pgm,0.1,-0.2207108981441119,0.8947174571565987,60.81273890704448,255,44.0,0.0,1.941002055912696,0.5161880754654822
550.pgm,0.3,-0.2206886017391478,0.8946616009557641,60.81371241893235,255,44.0,0.0,1.9504232111785145,0.5125311700801299
550.pgm,0.5,-0.2208884172550229,0.8945807283285799,60.81539460301284,255,44.0,0.0,1.957684093416768,0.5095313083786431
551.pgm,0.1,-1.0048925513820437,0.6336951866526435,65.23674259897514,255,56.0,0.0,1.7730362584660233,0.5674118917684203
551.pgm,0.3,-1.004820766585085,0.6336667920745173,65.23628378638819,255,56.0,0.0,1.7823045276885086,0.5625048894325476
551.pgm,0.5,-1.004816931527939,0.6336149953441884,65.23679518448176,255,56.0,0.0,1.7887726687066663,0.5591517115647705
552.pgm,0.1,-0.7751386834158569,0.5981556323160836,70.12464715712848,255,78.0,0.0,1.7030036222728415,0.5811625428837778
552.pgm,0.3,-0.7751446202342822,0.5980918443735954,70.124361539215,255,78.0,0.0,1.7064356884381815,0.5790800997946509
552.pgm,0.5,-0.7751277617395727,0.5980615892206133,70.12442491462949,255,78.0,0.0,1.7092796202492688,0.5773338151519513
553.pgm,0.1,-1.1719634746347565,0.682209600953866,79.12132781651262,250,53.0,0.0,1.5479596667022388,0.6363990927300106
553.pgm,0.3,-1.1719692531609465,0.6821791328369553,79.1223482241938,251,53.0,0.0,1.5510143812831356,0.6366133027825077
553.pgm,0.5,-1.1720094639360823,0.6821391694154726,79.12118197287033,250,53.0,0.0,1.553036321863282,0.6370229640560537
554.pgm,0.1,-1.1966560021755317,0.0252882914398243,42.25131286836886,177,74.0,59.28,2.721800566316891,0.3786005102112489
554.pgm,0.3,-1.1964556457283393,0.0252755405708672,42.253828880559325,178,74.0,59.28,2.7533569576843933,0.3709682220241131
554.pgm,0.5,-1.196333227085084,0.0252501843212374,42.25482883158197,178,74.0,59.28,2.776908907077164,0.3654184707962442
555.pgm,0.1,-0.2558358545509493,1.0868747744202376,75.50584022571672,255,62.0,0.0,1.6063795125710174,0.615922805016656
555.pgm,0.3,-0.2559704729849668,1.086782543810479,75.50505379336693,255,62.0,0.0,1.6087653890235143,0.615035419141883
555.pgm,0.5,-0.2560383840274833,1.0867518400822451,75.50347337896518,255,62.0,0.0,1.610047771883377,0.6146525422733953
556.pgm,0.1,-1.1272534751735848,0.2534696458120153,40.204248662657335,255,60.0,0.0,3.055334735233559,0.3246689149498367
556.pgm,0.3,-1.1270252177735098,0.2534666180389744,40.20605365421606,255,60.0,0.0,3.0563253130245864,0.3243914451038752
556.pgm,0.5,-1.1269990338669105,0.2533729110529854,40.20619682024279,255,60.0,0.0,3.056414479818353,0.3243732449088309
557.pgm,0.1,-0.3403852675938825,-0.4948898995043601,59.68487032292123,249,176.0,0.0,2.0098535012854075,0.4917234394940418
557.pgm,0.3,-0.3401013983814618,-0.4951284465758244,59.681127193609896,249,176.0,0.0,2.013757989634917,0.4903584594278651
557.pgm,0.5,-0.3399968229232248,-0.4953174953503728,59.67729343206646,249,176.0,0.0,2.0155952549741665,0.4896967065864859
558.pgm,0.1,-0.1325818243869627,0.6122717413780971,41.32769164154527,238,91.0,95.44,2.9200151380771424,0.3430584193018619
558.pgm,0.3,-0.1325492942655621,0.6121607374982381,41.32932446979324,239,91.0,95.44,2.927005814646186,0.3421806770730464
558.pgm,0.5,-0.1321937433814732,0.6122993274447701,41.33304184503962,238,91.0,95.44,2.9307444601875416,0.3418212725351259
559.pgm,0.1,1.3258295064090078,1.3640937746610151,51.86169241357821,249,67.0,0.0,2.32534326606552,0.4216940542532709
559.pgm,0.3,1.325551830206403,1.3639789107217442,51.86223798356757,249,67.0,0.0,2.3268638145756992,0.4211280779175409
559.pgm,0.5,1.325062997161556,1.3638202312980965,51.86305686222891,249,67.0,0.0,2.3279996774991565,0.4207047130746211
560.pgm,0.1,8.698018666248526,2.8878400376041014,44.42515675019674,255,36.0,0.0,2.719624324657867,0.3668178106496941
560.pgm,0.3,8.695915144331506,2.887478966039407,44.424849138069725,255,36.0,0.0,2.7230226695484467,0.3662315230445732
560.pgm,0.5,8.694071682087246,2.8871609621992325,44.424385780051125,255,36.0,0.0,2.7253969430326035,0.3658161559399723
561.pgm,0.1,-0.2831373716579466,1.000327920421275,76.08166516599485,255,70.0,0.0,1.527854968062207,0.6371408325215029
561.pgm,0.3,-0.2838958654271333,0.9999988544158014,76.0664836855703,255,70.0,0.0,1.531691396278848,0.6360033570295138
561.pgm,0.5,-0.2847387565007833,0.9996400166914334,76.0532543775959,255,70.0,0.0,1.534252454173789,0.6348832907780271
562.pgm,0.1,0.5787183682619008,0.9115526695174694,55.72364132472272,251,78.0,0.0,2.160345646217812,0.4654395281708108
562.pgm,0.3,0.5779400603335527,0.9113517442990346,55.72319395629607,251,78.0,0.0,2.16071658040921,0.4651520018816467
562.pgm,0.5,0.5772521424709627,0.9111269384274706,55.722770509490175,251,78.0,0.0,2.1608156929864277,0.4650955564267294
563.pgm,0.1,-1.5195258399617673,0.3639588922801308,52.03337421340917,189,43.0,38.72,2.3651798089899065,0.4171530244120357
563.pgm,0.3,-1.519415723220717,0.3639568288338141,52.03540512674833,189,43.0,38.72,2.365449765106928,0.4170583905771358
563.pgm,0.5,-1.5193039637420305,0.3639104492359863,52.03673177257202,189,43.0,38.72,2.3657850492510226,0.4169822845371899
564.pgm,0.1,0.2910215172736383,0.5996201957368236,34.847021353772874,242,69.0,63.1,3.509399919533637,0.2856559193394515
564.pgm,0.3,0.290833159591902,0.599521546544884,34.84877121341528,242,69.0,63.1,3.513270293478524,0.2861646695451845
564.pgm,0.5,0.2904921185199023,0.5993651140359564,34.849899053667244,242,69.0,63.1,3.516821420207024,0.2865710941631482
565.pgm,0.1,-1.4599242616076196,0.2796082178459472,41.71500486713151,251,70.0,0.0,2.807905501357522,0.3510372238327598
565.pgm,0.3,-1.4598194229017702,0.2796393882909756,41.71641868191227,251,70.0,0.0,2.8241355295043538,0.3481592344402239
565.pgm,0.5,-1.459539715634539,0.279584230163027,41.71830398574736,250,70.0,0.0,2.8350104348990515,0.3460909976986686
566.pgm,0.1,7.456560276529947,2.582594011237532,46.57430751985261,255,37.0,0.0,2.62365928825142,0.381304005339702
566.pgm,0.3,7.45392052422371,2.5822178105113407,46.571060630283945,255,37.0,0.0,2.6261079328448784,0.3807270769124449
566.pgm,0.5,7.45007408961294,2.5815753133176025,46.567899850922615,255,37.0,0.0,2.6279249638825104,0.380398361199924
567.pgm,0.1,0.1623501922391264,1.2431121381670636,69.14230100674712,255,51.0,0.0,1.7535053596604486,0.5584263779390574
567.pgm,0.3,0.1612152010228582,1.2428030144024065,69.13645105418978,255,51.0,0.0,1.7543695336464606,0.5581717538913081
567.pgm,0.5,0.1601313993373572,1.242484898908517,69.12856437548359,255,51.0,0.0,1.754992635397774,0.5579014850929547
568.pgm,0.1,-0.4056612067409508,0.0164763571858129,45.607369283660816,254,132.0,0.0,2.58206373594551,0.3855014818983585
568.pgm,0.3,-0.4056940146147818,0.0164379635076278,45.60827226089052,255,132.0,0.0,2.5937134513124334,0.3828922250479297
568.pgm,0.5,-0.4055390494543243,0.016562541465677,45.60940244239122,255,132.0,0.0,2.60202971621334,0.3810539358143762
569.pgm,0.1,-0.5373086340800342,0.4308270981438136,57.41652370046864,255,99.0,0.0,2.122005905071211,0.4601010017111892
569.pgm,0.3,-0.537327760189787,0.4307173928257679,57.41836946398733,255,99.0,0.0,2.1210289613437165,0.4608870999517107
569.pgm,0.5,-0.5373032411692278,0.4308022717608509,57.417503412300185,255,99.0,0.0,2.1204363390792595,0.4615302366973384
570.pgm,0.1,0.3520253063694953,1.103791201821782,45.32139297657068,248,71.0,0.0,2.589564701896001,0.3741742436329979
570.pgm,0.3,0.352127015703338,1.1037510315792634,45.32296294454652,248,71.0,0.0,2.5894932006997444,0.3742365876061564
570.pgm,0.5,0.352012358053305,1.1036846382671788,45.32480155583456,249,71.0,0.0,2.589354029505034,0.3743255489438551
571.pgm,0.1,-0.450972514156438,-0.7914638412930242,29.65099444490876,203,144.0,129.0,4.123970168095624,0.2428192506400339
571.pgm,0.3,-0.4505808762004357,-0.7914278568901354,29.65316017843508,202,144.0,129.0,4.129276133288742,0.2423017301752138
571.pgm,0.5,-0.4503389784161498,-0.7912877595686274,29.65453725305709,202,144.0,129.0,4.133778779889862,0.2418845383028583
572.pgm,0.1,4.181797001404419,1.8819080267147523,37.30150625625371,223,73.0,0.0,3.280933557843336,0.2992228260930964
572.pgm,0.3,4.179388645431472,1.88144510382634,37.3019126177624,223,73.0,0.0,3.280534017476471,0.2992656457193304
572.pgm,0.5,4.177672316838087,1.881095992911017,37.30163806913091,223,73.0,0.0,3.2800042382482606,0.2993165503073386
573.pgm,0.1,-0.5449713066659863,-0.4060740902832943,61.90096571503405,255,147.0,0.0,1.7579237041146711,0.6169219324082815
573.pgm,0.3,-0.5451251709832325,-0.4061633650618029,61.8991016674397,255,147.0,0.0,1.7991227795936269,0.5923403980242504
573.pgm,0.5,-0.5452052392734084,-0.4062671065660455,61.89873400617328,255,147.0,0.0,1.829101185917021,0.5752263153214939
574.pgm,0.1,0.4067699620294194,0.582973871130523,38.36025783577405,246,65.0,55.25,3.1387742852090192,0.3185575673002255
574.pgm,0.3,0.4068370047862073,0.5829664794998229,38.36064607199046,245,65.0,55.25,3.1400774861583414,0.3182940072266702
574.pgm,0.5,0.4065392714030169,0.5828276688719535,38.36276032638027,245,65.0,55.25,3.1405763153809425,0.3181397404262848
575.pgm,0.1,-1.6074254955505196,0.137727625186676,59.51056553656653,206,71.0,55.7,1.9785886829352235,0.5073787800662865
575.pgm,0.3,-1.6073288331704598,0.1377413024915295,59.51283406194941,206,71.0,55.7,1.9899594666240372,0.5028720202628792
575.pgm,0.5,-1.6072111110317144,0.1377435862507547,59.51290849357319,206,71.0,55.7,1.996970368605542,0.5003453777265876
576.pgm,0.1,-1.1726737231522917,-0.1085431095472085,65.68631477527893,255,122.0,0.0,1.8717573901434537,0.5308120133970086
576.pgm,0.3,-1.1726434222995916,-0.1085594235310996,65.6880829015343,255,122.0,0.0,1.8730805731635416,0.5325828078032122
576.pgm,0.5,-1.1725484840697988,-0.1085460127646922,65.68668814779559,255,122.0,0.0,1.874019050578859,0.5338073210295349
577.pgm,0.1,-0.3621422368388445,0.5215358584651931,62.21033542145269,255,85.0,0.0,1.81604968209591,0.5638881102662197
577.pgm,0.3,-0.3629476097383683,0.5212319710395688,62.20985828763265,255,85.0,0.0,1.841814031130822,0.552740785108247
577.pgm,0.5,-0.3636152174884963,0.5209645599441868,62.20981054155966,255,85.0,0.0,1.86003582291041,0.5448583861446163
578.pgm,0.1,-0.3278568626680398,0.9633839600528152,67.30975052154928,255,80.0,0.0,1.7984306594154915,0.5578616990056062
578.pgm,0.3,-0.3279272445738823,0.9633420120602748,67.30946017615007,255,80.0,0.0,1.8064945987223224,0.5543770850236873
578.pgm,0.5,-0.3281337271883133,0.9632673963801216,67.30795323591659,255,80.0,0.0,1.8111624563766664,0.5523508127676364
579.pgm,0.1,-0.9047081074369268,0.1441132419357998,54.34371420853105,255,96.0,0.0,2.171583400886236,0.4540131747983408
579.pgm,0.3,-0.9046318051716132,0.1440601452069463,54.34386106453026,255,96.0,0.0,2.1744748305996424,0.4532691576310335
579.pgm,0.5,-0.9043494610191494,0.1440705260547818,54.34548946104211,255,96.0,0.0,2.176223507127905,0.4529000414784925
580.pgm,0.1,-1.3829337678459332,0.1525414609765365,75.10885404340556,250,112.0,0.0,1.6349577634646235,0.6034419240281551
580.pgm,0.3,-1.382925923251508,0.1524471826989338,75.10956226679724,250,112.0,0.0,1.6353979614664302,0.6034428819193153
580.pgm,0.5,-1.3829833895428512,0.1523437744889812,75.1060221830828,251,112.0,0.0,1.6356826857012854,0.6034803235966377
581.pgm,0.1,3.99902907329822,2.2757389136686674,45.97729239520491,197,12.0,16.95,2.6097243494899645,0.3890871114241817
581.pgm,0.3,3.99876571020525,2.275593482633699,45.97978130690656,197,12.0,16.9,2.628802238489712,0.3852384297152481
581.pgm,0.5,3.998226057423852,2.2753961531797287,45.97966657943966,197,12.0,16.9,2.6416050943506435,0.3827219219969989
582.pgm,0.1,2.9348763704474825,1.9554057492786587,35.90773700530087,255,24.0,0.0,3.379703687898602,0.2889894958304295
582.pgm,0.3,2.934550869969266,1.9551563654957111,35.90807460296146,255,24.0,0.0,3.3793102621409137,0.2890119482329344
582.pgm,0.5,2.9340841024908952,1.95493894041472,35.90982463983967,254,24.0,27.67,3.378976861535165,0.2890236965820463
583.pgm,0.1,-0.4231703059395859,0.5648886936747679,51.591829099397216,236,73.0,60.66,2.3534883994579365,0.4232992548140273
583.pgm,0.3,-0.422978622023987,0.5649658113101884,51.59332070631071,237,73.0,60.66,2.354949381742374,0.4228080090004372
583.pgm,0.5,-0.4230618231910306,0.5648270184028422,51.59478156541474,237,73.0,60.66,2.356304938005933,0.4223066412215433
584.pgm,0.1,-0.5786031534235909,-0.1954500980481657,49.23714946676244,248,114.0,0.0,2.4590241173382976,0.4099840380066917
584.pgm,0.3,-0.5784333517689597,-0.1955113767079952,49.23752402786712,249,114.0,0.0,2.4639953423423773,0.409436090962553
584.pgm,0.5,-0.5785496258826854,-0.1954256152647477,49.23930623294953,249,114.0,0.0,2.467121123706886,0.4089880223258682
585.pgm,0.1,-1.1272228904638668,0.4204788442805122,84.94713600401015,255,95.0,0.0,1.4211538919047668,0.6857188561220665
585.pgm,0.3,-1.1277224628074018,0.4201474629850351,84.9371144934021,255,95.0,0.0,1.4241476205592094,0.6869382883383965
585.pgm,0.5,-1.1282472898018403,0.419855310079652,84.92609728488742,255,95.0,0.0,1.4258108347981913,0.6879996531699037
586.pgm,0.1,-0.3692512807905546,1.0225230422908684,59.495740372341686,232,42.0,46.88,2.024648388230832,0.4960355456913835
586.pgm,0.3,-0.3692367381209713,1.0224677545951577,59.497311640649855,232,42.0,46.88,2.028692480598972,0.4944747075297573
586.pgm,0.5,-0.3692922209336902,1.022386113282316,59.497847725059046,233,42.0,46.88,2.031818022498229,0.4932857400320867
587.pgm,0.1,4.60797138042782,2.049811273584035,18.97981402435511,149,8.0,10.69,6.175998938423724,0.1679481023459887
587.pgm,0.3,4.605542237303943,2.0489333733553345,18.983867787536003,148,8.0,10.664,6.257518184337579,0.1648343440957567
587.pgm,0.5,4.602879835427773,2.048144299616492,18.987516068544235,148,8.0,10.65,6.314483227478342,0.162724810273644
588.pgm,0.1,0.3662475722508529,1.0181098418394323,33.247787018907914,215,92.0,100.0,3.65548143587226,0.2677758139644152
588.pgm,0.3,0.3669288971897222,1.018059905101106,33.250293372847864,215,92.0,100.0,3.655104932243663,0.2677861243428611
588.pgm,0.5,0.3673080264502313,1.0180526854960117,33.2525790519152,215,92.0,100.0,3.6545658704713566,0.2677827828259767
589.pgm,0.1,-1.3921889825715348,0.4259044418672091,80.10928325653579,248,100.0,0.0,1.529124749286652,0.6421754098486443
589.pgm,0.3,-1.3923075317415303,0.4257841044207539,80.10475592234329,248,100.0,0.0,1.5298559435351002,0.6422543735340198
589.pgm,0.5,-1.3923674597897175,0.4256930413156658,80.09957689677684,248,100.0,0.0,1.5302437099037185,0.6423471241333727
590.pgm,0.1,-0.6117805218539507,0.4130537662070764,42.6166606562381,235,69.0,58.56,2.846614286779624,0.3547761621564479
590.pgm,0.3,-0.611636537854789,0.4130312254432867,42.61791481807773,235,69.0,58.56,2.8467538370455525,0.3547786257408949
590.pgm,0.5,-0.6114171816801579,0.413013717796474,42.61951225847491,234,69.0,58.56,2.8466471415714176,0.3548455368957928
591.pgm,0.1,0.7957421548626233,1.1571474883231987,54.23528287393795,247,78.0,0.0,2.2492920332382447,0.444719233155415
591.pgm,0.3,0.7947644006393024,1.156843451217437,54.23389591203223,246,78.0,0.0,2.2557410925796395,0.444495084390277
591.pgm,0.5,0.7937059266343698,1.1565623302953836,54.23197328386132,246,78.0,0.0,2.260366526553446,0.4444008157497895
592.pgm,0.1,0.8838014877335794,0.5351213361120722,56.84779756609583,255,98.0,0.0,2.0795759274901826,0.4664683037059086
592.pgm,0.3,0.8828592952453849,0.5347843296366089,56.84263017044948,255,98.0,0.0,2.0818753956420792,0.4660922702506908
592.pgm,0.5,0.8821696987288226,0.5345996172643704,56.83862678165858,255,98.0,0.0,2.0831021126909848,0.4658819249696813
593.pgm,0.1,-1.118341549151401,0.6293130427112954,87.1957648629587,255,56.0,0.0,1.3650327454840607,0.733849498991284
593.pgm,0.3,-1.1188165052597112,0.6290926042407085,87.18301989156622,255,56.0,0.0,1.3726334547447732,0.7298475583772518
593.pgm,0.5,-1.1193564291561848,0.628818450091979,87.1719076232136,255,56.0,0.0,1.3777298313636164,0.7266973542968667
594.pgm,0.1,-1.36333778117775,0.6570193879748215,86.81095838412328,255,67.0,0.0,1.386417178233922,0.7004898451250653
594.pgm,0.3,-1.3634404634286077,0.6569422358882249,86.80677034492881,255,67.0,0.0,1.3881969847025248,0.7005180331500045
594.pgm,0.5,-1.3635629898748935,0.6568658188065971,86.80231293465128,255,67.0,0.0,1.3891525498770332,0.7007545023833387
595.pgm,0.1,-0.5956840122211475,-0.1981944228313172,50.97269619221063,255,126.0,0.0,2.277227788812464,0.425538670626668
595.pgm,0.3,-0.5955158180661257,-0.19828501450037,50.97253579833726,255,126.0,0.0,2.277234427643973,0.4254675944132742
595.pgm,0.5,-0.5954133127269872,-0.1983372651085589,50.9749144997337,255,126.0,0.0,2.2770002633452315,0.4254451074352728
596.pgm,0.1,-0.5262395111759703,0.5947380348625808,35.41137191023411,178,46.0,41.47,3.4228809164436886,0.2940513511068507
596.pgm,0.3,-0.526155508697765,0.5946621628629597,35.412839061148425,179,46.0,41.47,3.4329538314685517,0.2939264113748502
596.pgm,0.5,-0.5260002963718016,0.5945863390099504,35.415620814356664,179,46.0,41.47,3.4409073081553823,0.2938405416570459
597.pgm,0.1,0.9195771319195633,0.7849861456496885,36.96649259767634,255,76.0,0.0,3.2676711269242213,0.3078246726109598
597.pgm,0.3,0.9190774665464584,0.7848835784635957,36.96851001704584,254,76.0,0.0,3.267141948521788,0.3077866310652125
597.pgm,0.5,0.918912585154804,0.7847821555049451,36.96846059565314,255,76.0,0.0,3.2668059057328187,0.3077409198798927
598.pgm,0.1,-0.4975048458272386,-0.2681925599708897,49.57415388241134,255,110.0,0.0,2.454541783019425,0.401652593245981
598.pgm,0.3,-0.497505769236287,-0.2681813930138665,49.57410623114058,255,110.0,0.0,2.4548001930527046,0.4017568959825617
598.pgm,0.5,-0.4974592367128476,-0.2681570919265039,49.57488657553551,255,110.0,0.0,2.454495230141137,0.4019239475806024
599.pgm,0.1,0.0063634575159099,1.1180687179473718,69.10361693290213,255,51.0,0.0,1.729968630092377,0.5666759851469557
599.pgm,0.3,0.0063924442467628,1.1180557471824044,69.10429134875659,255,51.0,0.0,1.7329739058105027,0.5652630698962796
599.pgm,0.5,0.0063569749602039,1.117968898005706,69.1054250873716,255,51.0,0.0,1.7344351275729422,0.5646991232082788
600.pgm,0.1,-1.2798437896048749,0.6826122185119999,89.86470796943757,250,66.0,0.0,1.3558278846270893,0.720274249535745
600.pgm,0.3,-1.2799979976420668,0.6825022920564597,89.85401591146473,250,66.0,0.0,1.357587706228928,0.7209764188945059
600.pgm,0.5,-1.2802062951127375,0.6823440286800089,89.84409231368967,250,66.0,0.0,1.3588109613105677,0.721006939990967
601.pgm,0.1,-0.7476594648207007,-0.6900825214812369,33.72925927857536,237,95.0,71.2,3.610247881545152,0.2754023017818469
601.pgm,0.3,-0.7473955745109859,-0.690024270371431,33.72954479287316,237,95.0,71.2,3.610005152560312,0.2753814084646303
601.pgm,0.5,-0.7474384824894136,-0.6899159367912445,33.72929071089022,237,95.0,71.2,3.61011003745658,0.2752865545888281
602.pgm,0.1,-1.3042223450137962,0.4697150262836633,52.38774703802852,239,49.0,40.5,2.2869756903132896,0.4416170167515126
602.pgm,0.3,-1.3042660135139323,0.4696004668263031,52.38791788912821,239,49.0,40.5,2.296710787525766,0.4386351656805318
602.pgm,0.5,-1.3040675986478312,0.4695849932589805,52.39033766793786,239,49.0,40.5,2.3033228878183385,0.4367044860761633
603.pgm,0.1,2.49520865216452,1.5547474561775847,34.84217625471242,249,31.0,32.72,3.459160860928989,0.2885263804406731
603.pgm,0.3,2.4945827905643334,1.5545234232342664,34.84461398231239,249,31.0,32.72,3.479483016207671,0.2883793672178634
603.pgm,0.5,2.49380219214291,1.554312514791381,34.8469686183484,249,31.0,32.72,3.492064917464468,0.2884111521922473
604.pgm,0.1,-1.5151724990919984,0.3504653540553065,63.39557416849629,201,59.0,60.2,1.9005430901817189,0.5232051997062058
604.pgm,0.3,-1.5151109465090618,0.3504238260989304,63.39723224639337,201,59.0,60.2,1.9066291894817045,0.521439523228772
604.pgm,0.5,-1.5150128232412228,0.3504428264928133,63.39751762684551,201,59.0,60.2,1.910464698079692,0.520478052681729
605.pgm,0.1,-1.5829823032758368,-0.2286446132649191,79.62969387583823,233,181.0,0.0,1.4876467305065946,0.6742174380457493
605.pgm,0.3,-1.583029027822656,-0.2289738281322211,79.61466808210895,233,181.0,0.0,1.5017299543942997,0.6689317397204863
605.pgm,0.5,-1.5830904726926776,-0.2293033141815097,79.59732576141965,233,181.0,0.0,1.511245979578067,0.6645925793599851
606.pgm,0.1,2.241938405263596,1.835087938882788,53.33133866566363,249,28.0,0.0,2.300040504434102,0.4270166228649047
606.pgm,0.3,2.2419766221405637,1.8350504795176443,53.33270799782627,249,28.0,0.0,2.3008719892114238,0.4269575326468598
606.pgm,0.5,2.2413531687749337,1.8348238782604416,53.3326933562676,249,28.0,0.0,2.3009806896653755,0.4272841623491478
607.pgm,0.1,-0.0768542442925075,0.5995805513808876,31.722074343855716,216,62.0,59.5,3.747568161083629,0.2675033528017255
607.pgm,0.3,-0.0765818815965624,0.5995312007227066,31.723145347263397,216,62.0,59.5,3.7471879639105423,0.2675103161203495
607.pgm,0.5,-0.0764388382512279,0.5995124568834727,31.724308452658832,216,62.0,59.5,3.746875952338561,0.2674868184143062
608.pgm,0.1,-0.8672360449708552,0.7171283281511425,77.9522727921431,255,80.0,0.0,1.5221903162125217,0.6453603055705746
608.pgm,0.3,-0.8676516783405863,0.716935093202396,77.94512212616952,255,80.0,0.0,1.5256435572088831,0.6439583895427463
608.pgm,0.5,-0.867978555677432,0.7167109719577014,77.93899666196423,255,80.0,0.0,1.5274850399888902,0.6433131066995562
609.pgm,0.1,-1.164649803965407,0.2766064803480212,52.46951176092064,247,103.0,96.2,2.2789726497430234,0.4241963775431404
609.pgm,0.3,-1.1645364404113392,0.2766242006290116,52.47037552571135,247,103.0,96.2,2.2784034512185607,0.4245851578474409
609.pgm,0.5,-1.1645307883073577,0.2765826844232482,52.47158462275764,247,103.0,96.2,2.277664676678153,0.4249545988595907
610.pgm,0.1,-0.8383823303710463,-0.5209889235179704,67.22067561656627,234,132.0,112.0,1.7818994378819433,0.5511667266778227
610.pgm,0.3,-0.8382471987916649,-0.5210338783279752,67.22242572888136,234,132.0,112.0,1.7825327577118455,0.5506836466374203
610.pgm,0.5,-0.8382376769055875,-0.5209903034769728,67.22240950361098,235,132.0,112.0,1.783094810675194,0.5502159932264098
611.pgm,0.1,0.0101089818353052,1.2067513178910023,42.87318076209678,244,22.0,23.9,2.853425574284844,0.3508686432481175
611.pgm,0.3,0.0103604526528773,1.2067541786056717,42.87464315576198,244,22.0,23.9,2.8607597798805653,0.3496393745410984
611.pgm,0.5,0.01062454641424,1.206749687186849,42.876122639139055,244,22.0,23.9,2.864535999896764,0.3490893155955964
612.pgm,0.1,-0.323699231270973,0.97595515319298,69.08779763723034,250,60.0,0.0,1.755120094200043,0.5555964590593536
612.pgm,0.3,-0.3237876908308821,0.9758633529114692,69.08792010083394,250,60.0,0.0,1.755222211152341,0.5562446211474631
612.pgm,0.5,-0.3237117790905861,0.9758688250653608,69.08822316780066,250,60.0,0.0,1.755176354752833,0.5568854845199718
613.pgm,0.1,-0.2595017003682511,0.9134178234315256,58.471010699702695,231,74.0,80.7,2.10777482585548,0.4657319752918588
613.pgm,0.3,-0.2595615112159661,0.9133776645808594,58.4709701358064,231,74.0,80.7,2.108020721916005,0.4666500179187556
613.pgm,0.5,-0.2594290159849306,0.913354199005526,58.47027151634013,231,74.0,80.7,2.107507151862292,0.4675622430113547
614.pgm,0.1,1.895146486680237,0.6057460336889923,35.81897640134586,255,98.0,0.0,3.345522320882231,0.2905046463561883
614.pgm,0.3,1.8947630169372207,0.6058139959716595,35.820408665801466,255,98.0,0.0,3.345304473745321,0.2904784057435505
614.pgm,0.5,1.893997048894989,0.6055225614615314,35.8219007463647,255,98.0,0.0,3.3448779962581634,0.290501592181312
